Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/query,12,0,28000.0,26774.75921183456,11393.525334016886,36398.95370800514,2901.9166666666665,0.1022791492528637,0.0,30000,32000,34000,34000,35000,36000,36000,36000,36000,36000,36000
,Aggregated,12,0,28000.0,26774.75921183456,11393.525334016886,36398.95370800514,2901.9166666666665,0.1022791492528637,0.0,30000,32000,34000,34000,35000,36000,36000,36000,36000,36000,36000
