Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/query,14,0,24000.0,22569.572130850116,8632.212499971502,29242.1318339766,2797.6428571428573,0.12175794145707956,0.0,25000,25000,25000,28000,29000,29000,29000,29000,29000,29000,29000
,Aggregated,14,0,24000.0,22569.572130850116,8632.212499971502,29242.1318339766,2797.6428571428573,0.12175794145707956,0.0,25000,25000,25000,28000,29000,29000,29000,29000,29000,29000,29000
