Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/query,20,0,8700.0,56155.93090200564,2538.3693749899976,291334.6182499663,995.6,0.0668919536758695,0.0,9500,13000,101000,148000,246000,291000,291000,291000,291000,291000,291000
,Aggregated,20,0,8700.0,56155.93090200564,2538.3693749899976,291334.6182499663,995.6,0.0668919536758695,0.0,9500,13000,101000,148000,246000,291000,291000,291000,291000,291000,291000
