Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/query,6,0,132000.0,155765.97241015406,59849.09020899795,260238.94229199504,2823.6666666666665,0.02287911333908084,0.0,170000,170000,216000,216000,260000,260000,260000,260000,260000,260000,260000
,Aggregated,6,0,132000.0,155765.97241015406,59849.09020899795,260238.94229199504,2823.6666666666665,0.02287911333908084,0.0,170000,170000,216000,216000,260000,260000,260000,260000,260000,260000,260000
