Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/query,32,0,89000.0,77089.46778928112,11029.908791999333,111346.66329197353,2834.6875,0.110698597759963,0.0,89000,90000,95000,95000,106000,106000,111000,111000,111000,111000,111000
,Aggregated,32,0,89000.0,77089.46778928112,11029.908791999333,111346.66329197353,2834.6875,0.110698597759963,0.0,89000,90000,95000,95000,106000,106000,111000,111000,111000,111000,111000
